controlId,title,family,description,subFamily,objectives,enhancements
AR-5,PRIVACY AWARENESS AND TRAINING,"AR - ACCOUNTABILITY, AUDIT,
AND RISK MANAGEMENT","The organization: a. Develops, implements, and updates a comprehensive organizational privacy training and awareness strategy aimed at ensuring that personnel understand privacy responsibilities and procedures; b. Administers basic privacy training no less often than once every three hundred sixty-five (365) days, and targeted, role-based privacy training for personnel having responsibility for PII or for activities that involve PII no less often than once every three hundred sixty-five (365) days; and c. Ensures that personnel certify (manually or electronically) acceptance of responsibilities for privacy requirements no less often than once every three hundred sixty-five (365) days.",AR-5,"AR-5-1: 1. A privacy education and awareness training program must be developed and implemented for all employees and individuals working on behalf of the organization involved in managing, using, and/or processing PII. | AR-5-2: 2. Privacy education and awareness training must include responsibilities associated with sending PII in email. | AR-5-3: 3. Communications and training related to privacy and security must be job specific and commensurate with the employee’s responsibilities. | AR-5-4: 4. Organizations must initially train employees (including managers) on their privacy and security responsibilities before permitting access to organization information and information systems. Thereafter, organizations must provide at least annual refresher training to ensure employees continue to understand their responsibilities. | AR-5-5: 5. Additional or advanced training must be provided commensurate with increased responsibilities or change in duties. | AR-5-6: 6. Both initial and refresher training must include acceptable rules of behavior and the consequences when the rules are not followed. | AR-5-7: 7. Training must address the rules for telework and other authorized remote access programs.","GUIDANCE Privacy Training is an effective means to reduce privacy risk for an organization and is mandated by the Privacy Act of 1974, as amended and OMB M-17-12. Through implementation of a privacy training and awareness strategy, the organization promotes a culture of privacy compliance. Privacy training and awareness programs typically focus on broad topics, such as responsibilities under the Privacy Act of 1974 and E-Government Act of 2002, and the consequences of failing to carry out those responsibilities; how to identify new privacy risks; how to mitigate privacy risks; and how and when to report privacy incidents. Privacy training may also target data collection and use requirements identified in public notices, such as PIAs or SORNs, for a program or information system. Specific training methods may include: (i1 mandatory annual privacy awareness training; (2) targeted, role-based training; (3) internal privacy program websites; (4) manuals, guides, and handbooks; (5) slide presentations; (6) events (e.g., privacy awareness week and privacy clean-up day); (7) posters and brochures; and (8) email messages to all employees and contractors. Organizations update training based on changing statutory, regulatory, mission, program, business process, and information system requirements, or on the results of compliance monitoring and auditing. Where appropriate, organizations may provide privacy training as part of existing information security training. Organizations should consider combining the privacy and security awareness and training programs and control requirements. Organizations should determine how to incorporate privacy awareness and training content into the controls the organization is required to implement under security controls AT-2 – Security Awareness Training, AT-3 – Role-Based Security Training, and AT-4 – Security Training Records."
AR-7,PRIVACY ENHANCED SYSTEM DESIGN AND DEVELOPMENT,"AR - ACCOUNTABILITY, AUDIT,
AND RISK MANAGEMENT","The organization designs information systems to support privacy by automating privacy controls to the extent feasible, integrating and meeting privacy requirements throughout the IT system development life cycle, and incorporating privacy concerns into reviews of significant changes to organization systems, networks, physical environments, and other organizational infrastructures. The organization also conducts periodic reviews of systems to determine the need for updates to maintain compliance with the Privacy Act, the organization’s privacy policy, and any other legal or regulatory requirements.",AR-7,,"GUIDANCE Automating privacy controls provides a concrete way of ensuring information systems are behaving in a way that is intended to achieve privacy objectives. Implementation of this control enables organizations to automate application of privacy controls. One simple example, which many organizations have already implemented, is TR-1 – Privacy Notice. This concept is one part of the most commonly recognized approaches to “building privacy in,” which is sometimes also known as “Privacy by Design.” Privacy by Design is an internationally accepted privacy best practice endorsed by the Federal Trade Commission in their March 2012 Final Report, “Protecting Consumer Privacy in an Era of Rapid Change: Recommendations for Businesses and Policymakers,” and embodies the same principles of the Privacy Act and Section 208 of the E-Government Act requiring privacy protections and safeguards before establishing or operating a system that may contain PII. Privacy by Design calls for considering privacy risks in the design and management of information systems. In addition to building in security and privacy controls discussed throughout the CMS Acceptable Risk Safeguards (ARS), this control considers additional privacy-specific system characteristics and controls that must be built into the system to address privacy risks. To the extent feasible, when designing organizational information systems, organizations employ technologies and system capabilities that automate privacy controls on the collection, use, retention, and disclosure of PII. By building privacy controls into system design and development, organizations mitigate privacy risks to PII, thereby reducing the likelihood of information system breaches and other privacy-related incidents. Organizations also conduct periodic reviews of systems to determine the need for updates to maintain compliance with the 45 CFR §155.260, the Privacy Act (if applicable), and the organization’s privacy policy. Irrespective of the automated privacy controls employed, organizations regularly monitor information system use and sharing of PII to ensure that the use/sharing is consistent with the authorized purposes identified in the Privacy Act and/or in the public notice of organizations, or in a manner compatible with those purposes. Similarly, irrespective of the systems engineering life cycle used, privacy requirements should be considered during system design and development and validated and verified along with other system requirements. Validation ensures the correct requirements were identified. Verification ensures the requirements were implemented correctly. The organization should review and adhere to its Control Implementation Description for the SA-3 – System Development Life Cycle control when implementing this control."
AR-8,ACCOUNTING OF DISCLOSURE,"AR - ACCOUNTABILITY, AUDIT,
AND RISK MANAGEMENT","The organization: a. Keeps an accurate accounting of disclosures of information held in each system of records under its control, including: 1. Date, nature, and purpose of each disclosure of a record; and 2. Name and address of the person or agency to which the disclosure was made. b. Retains the accounting of disclosures for the life of the record or five (5) years after the disclosure is made, whichever is longer; and c. Makes the accounting of disclosures available to the person named in the record on request.",AR-8,,"GUIDANCE The designated privacy official periodically consults with managers of the organization systems of record to ensure the required accountings of disclosures of records are being properly maintained and provided to persons named in those records consistent with the dictates of the Privacy Act. Organizations are not required to keep an accounting of disclosures when the disclosures are made to individuals with a need to know, are made pursuant to the Freedom of Information Act, or are made to a law enforcement agency pursuant to 5 U.S.C. §552a(c)(3). Heads of agencies can promulgate rules to exempt certain systems of records from the requirement to provide the accounting of disclosures to individuals."
DI-1,DATA QUALITY,"DI - DATA QUALITY
AND INTEGRITY","The organization: a. Confirms to the greatest extent practicable upon collection or creation of Personally identifiable Information (PII), the accuracy, relevance, timeliness, and completeness of that information; b. Collects PII directly from the individual to the greatest extent practicable; c. Checks for, and corrects as necessary, any inaccurate or outdated PII used by its programs or systems no less often than once every three hundred sixty-five (365) days; and d. Issues guidelines ensuring and maximizing the quality, utility, objectivity, and integrity of disseminated information.",DI-1,,"GUIDANCE When a record is used to make determinations related to a right, benefit, or privilege for an individual, the Privacy Act of 1974, as amended, requires the information used be accurate, relevant, timely, and complete to assure fairness to the individual in the determination. Organizations should ensure the quality of all its PII, even if it is not protected by the Privacy Act. An organization’s data quality assurance process should be commensurate with the impact to an individual’s rights, benefits, or privileges as determined by the system owner in consultation with the organization’s privacy office. Organizations take reasonable steps to confirm the accuracy and relevance of PII. Such steps may include editing and validating addresses as they are collected or entered into information systems using automated address verification look-up application programming interfaces (API). The types of measures taken to protect data quality are based on the nature and context of the PII, how it is to be used, and how it was obtained. Measures taken to validate the accuracy of PII that is used to make determinations about the rights, benefits, or privileges of individuals under federal programs may be more comprehensive than those used to validate less sensitive PII. Additional steps may be necessary to validate PII that is obtained from sources other than individuals or the authorized representatives of individuals. When PII is of a sufficiently sensitive nature (such as, but not limited to, when it is used for annual reconfirmation of a taxpayer’s income for a recurring benefit or adjudication of an employee’s clearance), organizations should incorporate mechanisms into information systems and develop corresponding procedures for how frequently, and by what method, the information is to be confirmed accurate, relevant, timely, and complete. Frequency of confirmation should be commensurate with the impact to an individual’s rights, benefits, or privileges as determined by the system owner in consultation with the organization’s privacy office."
DI-1(1),VALIDATE PII,"DI - DATA QUALITY
AND INTEGRITY",The organization requests the individual or the individual’s authorized representative to validate PII during the collection process.,DI-1,,"GUIDANCE Validating PII that is used to determine a right, benefit, or privilege for an individual ensures the determination is based on accurate, timely, and relevant information. Procedures for validating PII should be commensurate with the impact to an individual’s rights, benefits, or privileges as determined by the system owner in consultation with the organization’s privacy office. When PII is of a sufficiently sensitive nature (such as, but not limited to, when it is used for annual reconfirmation of a taxpayer’s income for a recurring benefit or adjudication of an employee’s clearance), organizations incorporate mechanisms into information systems and develop corresponding procedures and methods to validate the PII is accurate, relevant, timely, and complete. Refer to DI-1 control guidance."
D1-1(2),RE-VALIDATE PII,"DI - DATA QUALITY
AND INTEGRITY",The organization requests the individual or the individual’s authorized representative revalidate that PII collected is still accurate no less often than once every three hundred sixty-five (365) days.,,"D1-1(2)-1: Revalidation must occur as frequently as is necessary to ensure the PII is accurate, relevant, timely, and complete; commensurate with the impact of the determination to an individual’s rights, benefits, or privileges as determined by the system owner in consultation with the organization’s privacy office.","GUIDANCE Revalidation of PII is used to determine a right, benefit, or privilege for an individual, and is necessary to ensure the determination is based on the most accurate, timely, and relevant information. Frequency of revalidation should be commensurate with the impact to an individual’s rights, benefits, or privileges as determined by the system owner in consultation with the organization’s privacy office. Refer to DI-1 control guidance."
DM-1,MINIMIZATION OF PII,"DM - DATA MINIMIZATION
AND RETENTION","The organization: a. Identifies the minimum Personally Identifiable Information (PII) elements that are relevant and necessary to accomplish the purpose of collection (and where a collection of certain PII requires legal authorization, the organization must ensure that such collection is legally authorized); b. Limits the collection and retention of PII to the minimum elements identified, for the purposes described in the notice, and for which the individual has provided consent to the extent permitted by law; and c. Conducts an initial evaluation of PII holdings, and periodically review the holdings, within every three hundred sixty-five (365) days, to ensure that only PII identified in the notice is collected and retained, and that the PII continues to be necessary to accomplish the legally authorized purpose.",DM-1,,"GUIDANCE Coordinating review of the organization’s holdings of PII with existing system review processes maximizes the efficient use of organization resources and will ensure that the retention of all PII, even if the PII is not maintained in a Privacy Act system of records, is relevant and accurate. Reducing PII to the minimum required to accomplish the legally authorized purpose of collection and retaining PII for the minimum necessary period reduces both the risk of PII breaches and the risk of the organization making decisions based on inaccurate PII. Organizations take appropriate steps to ensure the collection of PII is consistent with a purpose authorized by law or regulation. The minimum set of PII elements required to support a specific organization business process may be a subset of the PII the organization is authorized to collect. Program officials consult with the designated privacy official and legal counsel to identify the minimum PII elements required by the information system or activity to accomplish the legally authorized purpose. Organizations can further reduce their privacy and security risks by also reducing their inventory of PII, where appropriate. OMB Memorandum 07-16 requires organizations to conduct both an initial review and subsequent reviews of their holdings of all PII and ensure, to the maximum extent practicable, that such holdings are accurate, relevant, timely, and complete. Organizations are also directed by OMB to reduce their holdings to the minimum necessary for the proper performance of a documented organizational business purpose. OMB Memorandum 07-16 requires organizations to develop and publicize, either through a notice in the Federal Register or on their websites, a schedule for periodic reviews of their holdings to supplement the initial review. Organizations coordinate with their federal records officers to ensure that reductions in organizational holdings of PII are consistent with National Archives and Records Administration (NARA) standards. NIST SP 800 122 provides guidance on anonymization retention schedules. By performing periodic evaluations, organizations reduce risk, ensure that they are collecting only the data specified in the notice, and ensure that the data collected are still relevant and necessary for the purpose(s) specified in the notice."
DM-1(1),MINIMIZATION OF PII/LOCATE/REMOVE/REDACT/ANONYMIZE PII,"DM - DATA MINIMIZATION
AND RETENTION","The organization, where feasible and within the limits of technology, locates and removes/redacts specified PII and/or uses anonymization and de-identification techniques to permit use of the retained information while reducing its sensitivity and reducing the risk resulting from disclosure.",DM-1,,GUIDANCE NIST SP 800 122 provides guidance on anonymization.
DM-2,DATA RETENTION AND DISPOSAL,"DM - DATA MINIMIZATION
AND RETENTION","The organization: a. Retains each collection of PII for the period specified by the NARA-approved Records Schedule in consultation with the Records Management Officer to fulfill the purpose(s) identified in the notice or as required by law; b. Disposes of, destroys, erases, and/or anonymizes the PII, regardless of the method of storage, in accordance with a NARA-approved record retention schedule and in a manner that prevents loss, theft, misuse, or unauthorized access; and c. Uses Federal Information Processing Standards (FIPS)-validated techniques or methods to ensure secure deletion or destruction of PII (including originals, copies, and archived records).",DM-2,,"GUIDANCE Both the Privacy Act and the Federal Records Act require records to be maintained and disposed of in accordance with a published records schedule. Disposal and destruction of PII must be done securely to prevent its reconstruction. NARA provides retention schedules that govern the disposition of federal records. Program officials coordinate with records officers and with NARA to identify appropriate retention periods and disposal methods. NARA may require organizations to retain PII longer than is operationally needed. In those situations, organizations describe such requirements in the notice. Methods of storage include, for example, electronic, optical media, or paper. Examples of ways organizations may reduce holdings include reducing the types of PII held (e.g., delete Social Security numbers if their use is no longer needed) or shortening the retention period for maintaining PII if it is no longer necessary to keep PII for long periods (this effort is undertaken in consultation with an organization’s records officer to receive NARA approval). In both examples, organizations provide notice (e.g., an updated System of Records Notice) to inform the public of any changes in holding PII. Certain read-only archiving techniques, such as DVDs, CDs, microfilm, or microfiche, may not permit the removal of individual records without the destruction of the entire database contained on such media. Specific to SBEs: 45 CFR §155.1210 Maintenance of Records states the State-Based Exchanges (SBE) must maintain and ensure contractors, subcontractors, and agents maintain certain documents and records for ten (10) years. These documents and records (whether paper, electronic, or other media) and other evidence of accounting procedures and practices, must be sufficient to accommodate periodic auditing of financial records and enable HHS or its designee(s) to inspect facilities, or otherwise evaluate the SBE’s compliance with federal standards. The requirement further states that the records include, at a minimum, the following: 1. Information concerning management and operation of the SBE's financial and other record keeping systems; 2. Financial statements; 3. Any financial reports filed with other federal programs or state authorities; 4. Data and records relating to the SBE's eligibility verifications and determinations, enrollment transactions, appeals, and plan variation certifications; and 5. Qualified health plan (QHP) contracting (including benefit review) data and consumer outreach and Navigator grant oversight information. SBEs are required to maintain a record and data retention schedule. Other federal or state laws or regulations may require, or allow, data within this record set to be destroyed earlier than the retention period required by §155.1210. SBMs must, however, adhere to the record retention timeframes as described in the Exchange regulations. Specific to Medicaid/CHIP Organizations : Medicaid and CHIP performing ACA Administering Entity functions must comply with the records retention requirements that apply to SBEs as well as Records Retention requirements specified in 42 CFR §431.17 – Maintenance of records, based on section 1902(a)(4) of the Social Security Act. For Federal Systems: NARA provides retention schedules that govern the disposition of federal records. Program officials coordinate with records officers and with NARA to identify appropriate retention periods and disposal methods. NARA may require organizations to retain PII longer than is operationally needed. In those situations, organizations describe such requirements in the notice. Methods of storage include, for example, electronic, optical media, or paper."
DM-2(1),SYSTEM CONFIGURATION,"DM - DATA MINIMIZATION
AND RETENTION","The organization configures information systems to record the date PII is collected, created, or updated and when PII is to be deleted or archived under a record retention schedule.",DM-2,,GUIDANCE Refer to DM-2 control guidance.
DM-3,"MINIMIZATION OF PII USED IN TESTING, TRAINING & RESEARCH","DM - DATA MINIMIZATION
AND RETENTION","The organization: a. Develops policies and procedures that minimize the use of PII for testing, training, and research; and b. Implements controls to protect PII used for testing, training, and research.",DM-3,"DM-3-1: If PII is used in the test environment, then the same controls required for systems containing PII must be applied to the test environment. Simulated PII information should be used to the maximum extent practicable when testing system functionality.","GUIDANCE Organizations often use PII for testing new applications or information systems prior to deployment. Organizations also use PII for research purposes and for training. The use of PII in testing, research, and training increases risk of unauthorized disclosure or misuse of the information. If PII must be used for research, organizations take measures to minimize any associated risks and to authorize the use of, and limit the amount of, PII for these purposes. Organizations consult with the designated privacy official and legal counsel to ensure the use of PII is compatible with the original purpose for which it was collected. State laws may also govern the use of PII for other functions."
DM-3(1),RISK MINIMIZATION TECHNIQUES,"DM - DATA MINIMIZATION
AND RETENTION","The organization, where feasible, uses techniques to minimize the risk to privacy of using PII for research, testing, or training.",DM-3,,"GUIDANCE Anonymizing PII is one technique to reduce risk and decrease the potential impact if the PII is compromised. Organizations can minimize risk to privacy of PII by using techniques such as de-identification. When PII is of a sufficiently sensitive nature, to the maximum extent possible, PII should be anonymized in accordance with NIST SP 800-122 before its use in development or testing."
IP-1,CONSENT,"IP - INDIVIDUAL PARTNERSHIP
 AND REDRESS","The organization: a. Provides means, where feasible and appropriate, for individuals to authorize the collection, use, maintenance, and sharing of Personally Identifiable Information (PII) before its collection; b. Provides appropriate means for individuals to understand the consequences of decisions to approve or decline the authorization of the collection, use, dissemination, or retention of PII; c. Obtains consent, where feasible and appropriate, from individuals before any new uses or disclosures of previously collected PII; and d. Ensures that individuals are aware of and, where feasible, consent to all uses of PII not initially described in the public notice that was in effect at the time the organization collected the PII.",IP-1,,"GUIDANCE Individual participation and agreement to provide information is fundamental to an individual making an informed decision regarding the collection, use, and safeguarding of their PII. Consent is fundamental to the participation of individuals in the decision-making process for the collection and use of their PII and the use of technologies that may increase risk to personal privacy. To obtain consent, organizations provide individuals with appropriate notice of the purposes of the PII collection or technology used and a means for individuals to consent to the activity. Organizations tailor the public notice and consent mechanisms to meet operational needs. Organizations achieve awareness and consent, for example, through updated public notices. Organizations may obtain consent through opt-in, opt-out, or implied consent. Opt-in consent is the preferred method but it is not always feasible. Opt-in requires that individuals take affirmative action to allow organizations to collect or use PII. For example, opt-in consent may require an individual to click a radio button on a website or sign a document to provide consent. In contrast to opt-in methods, opt-out requires that individuals to take action to prevent the new or continued collection or use of such PII. For example, the Federal Trade Commission’s Do-Not-Call Registry allows individuals to opt-out of receiving unsolicited telemarketing calls by requesting to be added to a list. Implied consent is the least preferred method and should be used in limited circumstances. Implied consent occurs where individuals’ behavior or failure to object indicates agreement with the collection or use of PII (e.g., by entering and remaining in a building where notice has been posted that security cameras are in use, the individual implies consent to the video recording). Depending on the nature of the program or information system, it may be appropriate to allow individuals to limit the types of PII they provide and subsequent uses of that PII. Organizational consent mechanisms include a discussion of the consequences to individuals of failure to provide PII. Consequences can vary from organization to organization. Organizations should develop and implement processes for collecting consent from individuals who comply with state law or, where applicable, defer to federal law governing consent. Public notices describing permissible uses of PII appear on public notices and websites issued by the organization. The submission of application for health insurance enrollment automatically gives consent."
IP-1(1),MECHANISM SUPPORTING ITEMIZED OR TIERED CONSENT,"IP - INDIVIDUAL PARTNERSHIP
 AND REDRESS",The organization implements mechanisms to support itemized or tiered consent for specific uses of data.,IP-1,,"GUIDANCE Organizations can provide, for example, itemized choices to individuals about how they wish to be contacted for various purposes. In this situation, organizations construct consent mechanisms to ensure that organizational operations comply with individual choices."
IP-2,INDIVIDUAL ACCESS,"IP - INDIVIDUAL PARTNERSHIP
 AND REDRESS",The organization: a. Provides individuals the ability to have access to their PII maintained in its system(s) of records; b. Publishes policies and/or regulations governing how individuals may request access to records maintained in the system of records; c. Publishes access procedures; and d. Adheres to Privacy Act requirements and Office of Management and Budget (OMB) policies and guidance for the proper processing of Privacy Act requests.,IP-2,,"GUIDANCE The Individual Participation Fair Information Practice Principles (FIPP) requires organizations to provide mechanisms for individuals to gain access to their PII when appropriate. The Privacy Act of 1974, as amended, requires organizations to provide mechanisms for individuals to gain access to their PII when that PII meets the definition of a “record.” Access is also an important aspect of supporting correction of PII and redress against alleged violations and misuse of their PII. Access affords individuals the capability to review PII that is held about them within organizational systems of records. Access includes timely, simplified, and inexpensive access to data. Organizational processes for allowing access to records may differ based on resources, legal requirements, or other factors. The organization’s designated privacy official is responsible for the content of Privacy Act regulations and record request processing, in consultation with legal counsel. Access to certain types of records may not be appropriate. Heads of agencies may promulgate rules exempting specific systems from the access provision of the Privacy Act. In addition, individuals are not entitled to access information compiled in reasonable anticipation of a civil action or proceeding. For other examples where agencies may promulgate rules exempting systems from the access provision, please refer to the Privacy Act at 5 USC § 552a, subsections (j) (General Exemptions) and (k) (Specific Exemptions). Organizations must provide for public access to records, including PII not included in a Privacy Act System of Records, where required or appropriate. Although the language of this control is specific to the Privacy Act’s requirements for access, FIPPs encourage organizations to use available authorities to provide access when the Privacy Act does not apply. For example, some organizations use the Freedom of Information Act as another tool to provide access to PII for an affected individual. Specific to Federal systems: Any individual may request access to any record pertaining to that individual that is maintained in a federal system of record. An individual making a request for access to a record shall address that request to the responsible Department official and shall verify the individual’s identity. At the time the request is made, the individual shall specify which systems of records the individual wishes to have searched and the records to which the individual wishes to have access. The individual may also request that copies be made of all or any such records. An individual shall also provide the responsible Department official with sufficient particulars to enable such official to distinguish between records on subject individuals with the same name. The necessary particulars are set forth in the notices of systems of records. Specific to State-Based Exchanges (SBE): A state agency (Medicaid/CHIP) or State-Based Exchange that collects PII must adhere to state laws that may require granting access to the records or information maintained in the state agency’s records similar to the Privacy Act’s requirements and the Department of Health and Human Services Privacy Act regulations."
IP-3,REDRESS,"IP - INDIVIDUAL PARTNERSHIP
 AND REDRESS","The organization: a. Provides information to individuals concerning how to contact the relevant organization to correct or amend as appropriate, inaccurate PII maintained by that organization; and b. Establishes a process for disseminating corrections or amendments of the PII, if the inaccurate PII was maintained solely by the organization, to other authorized users of the PII, such as external information sharing partners, and notifies affected individuals, where feasible and appropriate, that their information has been corrected or amended.",IP-3,,"GUIDANCE Redress supports the capability of individuals to ensure the accuracy of PII held by organizations. Effective redress processes demonstrate organizational commitment to data quality, especially regarding business functions where inaccurate data may result in inappropriate decisions or denial of benefits or services to individuals. Organizations use discretion in determining whether records are corrected or amended based on the scope of redress requests, the changes sought, and the impact of the changes. Individuals may appeal an adverse decision and have incorrect information amended, where appropriate. To provide effective redress, organizations: (1) provide effective notice of the existence of a PII collection; (2) provide plain language explanations of the processes and mechanisms for requesting access to records; (3) establish criteria for submitting requests for correction or amendment; (4) implement resources to analyze and adjudicate requests; (5) implement means of correcting or amending data collections; and (6) review any decisions that may have been the result of inaccurate information. Organizational redress processes provide responses to individuals of decisions to deny requests for correction or amendment, including the reasons for those decisions, a means to record individual objections to the organizational decisions, and a means of requesting organizational reviews of the initial determinations. Where PII is corrected or amended, organizations take steps to ensure that all authorized recipients of that PII are informed of the corrected or amended information. In instances where redress involves information obtained from other organizations, redress processes include coordination with organizations that originally collected the information."
IP-4,COMPLAINT MANAGEMENT,"IP - INDIVIDUAL PARTNERSHIP
 AND REDRESS","The organization implements a process for receiving and responding to complaints, concerns, or questions from individuals about the organization’s privacy practices.",IP-4,,"GUIDANCE Establishing a complaint management process ensures that complaints are addressed in a timely manner and provides an avenue for individuals to participate in government activities that may impact privacy. Information received from complaints provides external input regarding organizational privacy and security practices that may improve processes and systems involved in the collection, use, and maintenance of PII. Complaints, concerns, and questions from individuals can serve as a valuable source of external input that ultimately improves operational models, uses of technology, data collection practices, and privacy and security safeguards. Organizations provide complaint mechanisms that are readily accessible by the public, include all information necessary for successfully filing complaints, and are easy to use. Complaint management processes include tracking mechanisms to ensure all complaints received are reviewed and appropriately addressed in a timely manner."
IP-4(1),RESPONSE TIMES,"IP - INDIVIDUAL PARTNERSHIP
 AND REDRESS","The organization: a. Acknowledges complaints, concerns, or questions from individuals within ten (10) working days; b. Completes review of requests within thirty (30) working days of receipt, unless unusual or exceptional circumstances preclude completing action by that time; and c. Responds to any appeal as soon as possible, but no later than thirty (30) working days after receipt of the appeal unless the appeal authority can show good cause to extend the response period.",IP-4,,GUIDANCE Timely communication and resolution of complaints from individuals demonstrates responsiveness by the organization and reduces the organization’s risk of reputational damage and potential lawsuits under the Privacy Act. Organizations should establish a complaint management process that ensures complaints are resolved within a reasonable time.
SE-1,INVENTORY OF PII,SE - SECURITY,"The organization: a. Establishes, maintains, and updates within every three hundred sixty-five (365) days, an inventory of all programs and systems used for collecting, creating, using, disclosing, maintaining, or sharing Personally Identifiable Information (PII); and b. Provides each update of the PII inventory to the organization’s designated privacy official or information security official to support the establishment of information security requirements for all new or modified information systems containing PII.",SE-1,,"GUIDANCE The PII inventory identifies the organization’s information assets and identifies those assets collecting, using, maintaining, or sharing PII. The PII inventory identifies those assets most likely to impact privacy; provides a starting point for organizations to implement effective administrative, technical, and physical security policies and procedures to protect PII; and to mitigate risks of PII exposure. The PII inventory enables organizations to implement effective administrative, technical, and physical security policies and procedures, to protect PII consistent with the Minimum Acceptable Risk Standards (MARS-E) document suite, and to mitigate risks of PII exposure. As one method of gathering information for PII inventories, organizations may extract the following information elements from Privacy Impact Assessments (PIA) for information systems containing PII: (1) the name and acronym for each system identified; (2) the types of PII contained in that system; (3) classification of level of sensitivity of all types of PII, as combined in that information system; and (4) classification of level of potential risk of substantial harm, embarrassment, inconvenience, or unfairness to affected individuals, as well as the financial or reputational risks to organizations, if PII is exposed. Organizations take due care in updating the inventories by identifying linkable data that could create PII. The organization needs to develop an inventory of PII to correlate to the PII data elements documented within the PIA. The PII inventory identifies: (1) the name and acronym for each program and system identified; (2) the types of PII contained in that system; (3) classification of level of sensitivity of all types of PII as collected, used, maintained, or shared by that information system; and (4) classification of level of potential risk of substantial harm, embarrassment, inconvenience, or unfairness to affected individuals, as well as the financial or reputational risks to organizations, if PII is exposed. Organizations take due care in creating and updating the inventories by identifying linkable data that could create PII."
SE-2,PRIVACY INCIDENT RESPONSE,SE - SECURITY,The organization: a. Develops and implements a Privacy Incident Response Plan; b. Provides an organized and effective response to privacy incidents in accordance with the organizational Privacy Incident Response Plan; and c. Follows current ACA Administering Entity Incident Response requirements for reporting incidents to oversight organizations as defined in the incident handling documents available at: https://zone.cms.gov/community/cms-aca-program-security-privacy-policy-guidance-templates,SE-2,,"GUIDANCE The organizational Privacy Incident Plan may be integrated with the organizational Incident Response Plan. The organization’s privacy incident response capability must be able to demonstrate knowledge of the privacy incident response processes and procedures and evidence showing the plan is followed routinely while responding to privacy incidents and breaches. In contrast to the Incident Response (IR) family in the security controls, which concerns a broader range of incidents affecting information security, this control uses the term Privacy Incident to describe only those incidents that relate to PII. The organization Privacy Incident Response Plan is developed under the leadership of the designated privacy official. The plan includes: 1. The establishment of a cross-functional Privacy Incident Response Team that reviews, approves, and participates in the execution of the Privacy Incident Response Plan; 2. A process to determine whether notice to oversight organizations or affected individuals is appropriate and to provide that notice accordingly; 3. A privacy risk assessment process to determine the extent of harm, embarrassment, inconvenience, or unfairness to affected individuals and, where appropriate, to take steps to mitigate any such risks; 4. Internal procedures to ensure prompt reporting by employees and contractors of any privacy incident to information security officials and the organization’s designated privacy official, consistent with organizational incident management structures; and 5. Internal procedures for reporting noncompliance with organizational privacy policy by employees or contractors to appropriate management or oversight officials."
