Control ID,Title,Description,Instructions,Frameworks,Category
OS.AMPE.V1,Asset management policy established,Establish an asset management policy that outlines the guidelines for managing the organization's assets throughout their lifecycle.,,"hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, iso42001_v1, nist_800_171_v1, pci_dss_level_1_v1, soc2_v1",ORGANIZATIONAL SECURITY
OS.BCD.V1,Board charter documented,"Document the Board charter, which outlines the responsibilities, roles, and authority of the Board of Directors. The charter sets the framework for effective corporate governance and oversight.",,soc2_v1,ORGANIZATIONAL SECURITY
OS.BED.V1,Board expertise developed,Ensure that the Board of Directors possesses the expertise and skills necessary to provide effective oversight and guidance on various business and industry matters.,,,ORGANIZATIONAL SECURITY
OS.BMC.V1,Board meetings conducted,"Conduct regular Board meetings to review organizational performance, strategic direction, and major decisions. Board meetings provide a platform for informed decision-making and governance.",,,ORGANIZATIONAL SECURITY
OS.BOBC.V1,Board oversight briefings conducted,Conduct periodic briefings for the Board of Directors to provide updates on cybersecurity and risk management matters. Board oversight briefings enable the Board to stay informed about the organization's security posture.,,soc2_v1,ORGANIZATIONAL SECURITY
OS.BAAM.V1,Business associate agreements managed,Establish and maintain a process for managing Business Associate Agreements (BAAs) to meet HIPAA requirements.,,"hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1",ORGANIZATIONAL SECURITY
OS.BAAW.V1,Business associate agreements with subcontractors managed,"As a business associate, establish a process for managing contracts with subcontractors to ensure they comply with HIPAA requirements. These agreements must extend your obligations under BAAs with covered entities or upstream business associates, including safeguarding PHI, reporting breaches, and adhering to HIPAA standards.",,"hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1",ORGANIZATIONAL SECURITY
OS.CM.V1,Capacity management,The use of resources shall be monitored and adjusted in line with current and expected capacity requirements.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.CM.V1,Change management,Changes to information processing facilities and information systems shall be subject to change management procedures.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.CMPE.V1,Change management policy established,"Establish a change management policy that defines procedures for controlling and documenting changes to systems, applications, and infrastructure.",,"eu_dora_v1, iso27001_v1, iso42001_v1, nist_800_171_v1, soc2_v1",ORGANIZATIONAL SECURITY
OS.CMPE.V1,Change management process established,"Establish a formal change management policy that outlines procedures for reviewing, approving, implementing, and documenting changes to systems, software, and procedures. This policy ensures that all changes are controlled and do not negatively impact service delivery.",,,ORGANIZATIONAL SECURITY
OS.CEAM.V1,Changelog established and maintained,"Establish and maintain a changelog to document all system changes, updates, and modifications.",,soc2_v1,ORGANIZATIONAL SECURITY
OS.COCE.V1,Code of conduct enforced,Enforce the organization's code of conduct consistently and apply appropriatedisciplinary actions for violations. Enforcement helps maintain a positive workenvironment and fosters a culture of integrity.,,,ORGANIZATIONAL SECURITY
OS.COCE.V1,Code of conduct established,A code of conduct is established that outlines the expected behavior and ethical standards for all employees.,,"gdpr_v1, iso27001_v1, nist_800_171_v1, soc2_v1",ORGANIZATIONAL SECURITY
OS.COCF.V1,Code of conduct for contributors present in repository and enforced,Include and enforce a code of conduct for contributors in the organization's code repositories and open-source projects. The code of conduct sets guidelines for respectful and inclusive contributions to the community.,,,ORGANIZATIONAL SECURITY
OS.COE.V1,Collection of evidence,"The organization shall establish and implement procedures for the identification, collection, acquisition and preservation of evidence related to information security events.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.CP.V1,Communication Practices,The organization shall determine the need for internal and external communications relevant to the information security management system including:   a) on what to communicate;  b) when to communicate;  c) with whom to communicate;  d) how to communicate.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.CPE.V1,Communication procedure established,Establish and maintain a structured approach for internal and external communications related to your security program.,,"iso27001_v1, iso42001_v1",ORGANIZATIONAL SECURITY
OS.CCEC.V1,Company security commitments externally communicated,"Key company security commitments and policies are externally communicated, including the Master Service Agreement (MSA), Security Information page, or Terms of Service.",,"iso27001_v1, iso42001_v1, oneleet_pro_v1, soc2_v1",ORGANIZATIONAL SECURITY
OS.CM.V1,Competence Measurement,"The organization shall:  a) determine the necessary competence of person(s) doing work under its control that affects its information security performance;   b) ensure that these persons are competent on the basis of appropriate education, training, or experience;   c) where applicable, take actions to acquire the necessary competence, and evaluate the effectiveness of the actions taken; and   d) retain appropriate documented information as evidence of competence.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.CPE.V1,Complaint process established,"Create and maintain a process to receive, investigate, and resolve complaints related to privacy violations.",,hipaa_v1,ORGANIZATIONAL SECURITY
OS.CPEA.V1,Compliance program established and maintained,"To manage your compliance program, start by getting your top executives involved. Assign a senior leader to be officially responsible for compliance and create a clear, written plan for how your company will stay compliant. Make sure all company leaders know about this plan.Every three months, someone (who isn't checking their own work) reviews that everyone is following security rules. These reviews should cover daily security log checks, network security settings, how new systems are set up securely, how you handle security alerts, and your change management processes. Keep detailed notes of these quarterly checks, writing down what's working well and what needs fixing. Make plans to address any issues you find. Have your compliance manager review and sign off on these results and any fix-it plans.Through all of this, make sure everyone knows their role in staying compliant and up to date on important security practices.",,pci_dss_level_1_v1,ORGANIZATIONAL SECURITY
OS.CWP.V1,Compliance with policies,"Compliance with the organization's information security policy, topic-specific policies, rules and standards shall be regularly reviewed.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.CAAC.V1,Confidentiality Agreement acknowledged by contractors,Require all contractors and third-party vendors to acknowledge and sign a confidentiality agreement. This agreement ensures that sensitive information shared with external parties is protected and not disclosed to unauthorized individuals.,,"gdpr_v1, nist_800_171_v1",ORGANIZATIONAL SECURITY
OS.CAAE.V1,Confidentiality Agreement acknowledged by employees,All employees have acknowledged and signed a confidentiality agreement. This agreement reinforces the commitment to safeguarding sensitive information and trade secrets.,,"gdpr_v1, nist_800_171_v1",ORGANIZATIONAL SECURITY
OS.COND.V1,Confidentiality or non-disclosure agreements,"Confidentiality or non-disclosure agreements reflecting the organization's needs for the protection of information shall be identified, documented, regularly reviewed and signed by personnel and other relevant interested parties.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.CWA.V1,Contact with authorities,The organization shall establish and maintain contact with relevant authorities.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.CWSI.V1,Contact with special interest groups,The organization shall establish and maintain contact with special interest groups or other specialist security forums and professional associations.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.CI.V1,Continual Improvement,"The organization shall continually improve the suitability, adequacy and effectiveness of the information security management system.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.CFPE.V1,Continuous feedback process established,"Maintain an ongoing feedback process where managers and employees engage in regular discussions about performance, goals, and development. This approach allows for timely adjustments to performance and immediate recognition of achievements.",,,ORGANIZATIONAL SECURITY
OS.CPD.V1,Continuous professional development plan established,"The organization is committed to developing and maintaining the competence of its employees by supporting continuous professional development. This includes encouraging employees to participate in relevant training, certifications, and skill-building activities to stay current with industry standards and align their skills with the organization's objectives.",,,ORGANIZATIONAL SECURITY
OS.CODI.V1,Control of documented information,"Documented information required by the information security management system and by this document shall be controlled to ensure:   a) it is available and suitable for use, where and when it is needed; and  b) it is adequately protected (e.g. from loss of confidentiality, improper use, or loss of integrity).   For the control of documented information, the organization shall address the following activities, as applicable:   c) distribution, access, retrieval and use;  d) storage and preservation, including the preservation of legibility;  e) control of changes (e.g. version control); and  f) retention and disposition.   Documented information of external origin, determined by the organization to be necessary for the planning and operation of the information security management system, shall be identified as appropriate, and controlled.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.CAUD.V1,Creating and Updating Documentation,"When creating and updating documented information the organization shall ensure appropriate:  a) identification and description (e.g. a title, date, author, or reference number);  b) format (e.g. language, software version, graphics) and media (e.g. paper, electronic); and  c) review and approval for suitability and adequacy.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.DDM.V1,Data-flow diagrams maintained,"Up-to-date data-flow diagram(s) are maintained that show all account data flows across systems and networks, updated as needed when changes occur in the environment.",,"iso27001_v1, nist_800_171_v1, oneleet_essentials_v1, oneleet_pro_v1, pci_dss_level_1_v1, soc2_v1",ORGANIZATIONAL SECURITY
OS.DTSO.V1,Determining the scope of the information security management system,"The organization shall determine the boundaries and applicability of the information security management system to establish its scope. When determining this scope, the organization shall consider:   a) the external and internal issues referred to in 4.1;   b) the requirements referred to in 4.2;   c) interfaces and dependencies between activities performed by the organization, and those that are performed by other organizations.   The scope shall be available as documented information.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.DP.V1,Disciplinary process,A disciplinary process shall be formalized and communicated to take actions against personnel and other relevant interested parties who have committed an information security policy violation,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.DPE.V1,Documentation procedure established,"Establish and maintain a structured approach for controlling documented information related to your security program to ensure availability, integrity, and protection.",,iso27001_v1,ORGANIZATIONAL SECURITY
OS.DI.V1,Documented information,The organization’s information security management system shall include:   a) documented information required by this document; and   b) documented information determined by the organization as being necessary for the effectiveness of the information security management system.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.DOP.V1,Documented operating procedures,Operating procedures for information processing facilities shall be documented and made available to personnel who need them.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.ESAE.V1,Electronic signature accountability enforced,Establish and enforce written policies that hold individuals accountable for all actions initiated under their electronic signatures to deter record/signature falsification.,,cfr_21_part_11_v1,ORGANIZATIONAL SECURITY
OS.EBCP.V1,Employee background checks performed,"Conduct thorough background checks on potential employees to verify their identity, employment history, education, and criminal record. Background checks help ensure the suitability and integrity of candidates.",,"nist_800_171_v1, pci_dss_level_1_v1",ORGANIZATIONAL SECURITY
OS.ES.V1,Employee screening,"Background verification checks on all candidates to become personnel shall be carried out prior to joining the organization and on an ongoing basis taking into consideration applicable laws, regulations and ethics and be proportional to the business requirements, the classification of the information to be accessed and the perceived risks.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.ETOC.V1,Employees trained on CUI handling,"Establish a security training program to ensure all personnel are equipped to protect CUI, and appropriately manage public-facing content. The program must emphasize preventing unauthorized disclosure of CUI.",,nist_800_171_v1,ORGANIZATIONAL SECURITY
OS.ECU.V1,Employment contracts used,"Ensure that you are using employment contracts for all of your employees. These contracts should include confidentiality and non-disclosure agreements, legal responsibilities and rights, responsibilities for data handling, and actions to be taken if employees disregard the organization's security requirements.",,iso27001_v1,ORGANIZATIONAL SECURITY
OS.ESRA.V1,"External support resources available (i.e., documentation)","Provide external support resources, such as documentation, user guides, and knowledge bases, to assist users in utilizing the organization's services effectively. Accessible support resources promote self-service and reduce support requests.",,soc2_v1,ORGANIZATIONAL SECURITY
OS.GHPM.V1,Group health plan managed,Establish and maintain a process to manage group health plans in compliance with HIPAA.,,"hipaa_health_plan_v1, hipaa_v1",ORGANIZATIONAL SECURITY
OS.HTC.V1,HIPAA training conducted,Establish a process for providing HIPAA training to workforce members to build understanding of their responsibilities related to protecting protected health information (PHI) and complying with HIPAA regulations.,,"hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1",ORGANIZATIONAL SECURITY
OS.HCFI.V1,Healthcare clearinghouse functions isolated,Establish a process to separate health care clearinghouse functions from other organizational operations to prevent unauthorized access or commingling of sensitive information.,,"hipaa_clearinghouse_v1, hipaa_v1",ORGANIZATIONAL SECURITY
OS.HRSP.V1,Human resource security policy established,"Develop and maintain a human resource policy that addresses information security responsibilities throughout the employment lifecycle, from recruitment to termination.",,"eu_dora_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, iso42001_v1",ORGANIZATIONAL SECURITY
OS.IBP.V1,ISMS budget provided,"Allocate a dedicated budget for the Information Security Management System (ISMS) to support the resources, tools, and personnel required to implement, maintain, and improve the organization’s security posture.",,iso42001_v1,ORGANIZATIONAL SECURITY
OS.IVBS.V1,Identity verified before signature assignment,Verify a person's identity before establishing or sanctioning any element of their electronic signature.,,cfr_21_part_11_v1,ORGANIZATIONAL SECURITY
OS.IROI.V1,Independent review of information security,"The organization's approach to managing information security and its implementation including people, processes and technologies shall be reviewed independently at planned intervals, or when significant changes occur.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.ISA.V1,Information security awareness,"Personnel of the organization and relevant interested parties shall receive appropriate information security awareness, education and training and regular updates of the organization's information security policy, topic-specific policies and procedures, as relevant for their job function.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.ISCI.V1,Information security communities identified,"Stay connected with the broader security community by engaging with professional groups, industry forums, and security events to keep current with evolving threats and best practices.",,iso27001_v1,ORGANIZATIONAL SECURITY
OS.ISER.V1,Information security event reporting,The organization shall provide a mechanism for personnel to report observed or suspected information security events through appropriate channels in a timely manner.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.ISIP.V1,Information security in project management,Information security shall be integrated into project management.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.ISIP.V1,Information security in project management integrated,Incorporate information security considerations into all stages of project management.,,iso27001_v1,ORGANIZATIONAL SECURITY
OS.ISIS.V1,Information security in supplier relationships,Processes and procedures shall be defined and implemented to manage the information security risks associated with the use of supplier's products or services.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.ISMS.V1,Information security management system,"The organization shall establish, implement, maintain and continually improve an information security management system, including the processes needed and their interactions, in accordance with the requirements of ISO 27001.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.ISOA.V1,Information security objective and planning to achieve them,"The organization shall establish information security objectives at relevant functions and levels. The information security objectives shall:  a) be consistent with the information security policy;   b) be measurable (if practicable);   c) take into account applicable information security requirements, and results from risk assessment and risk treatment;   d) be monitored;   e) be communicated;   f) be updated as appropriate;   g) be available as documented information.   The organization shall retain documented information on the information security objectives.   When planning how to achieve its information security objectives, the organization shall determine:   h) what will be done;   i) what resources will be required;   j) who will be responsible;   k) when it will be completed; and   l) how the results will be evaluated.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.ISPE.V1,Information security policy established,Develop and maintain an information security policy that outlines your approach to protecting information assets and systems.,,"eu_dora_v1, iso27001_v1, iso42001_v1, nist_800_171_v1, oneleet_essentials_v1, oneleet_pro_v1",ORGANIZATIONAL SECURITY
OS.ISPR.V1,Information security program established,"Establish an information security program for your organization - this security program should include details such as who holds what security positions in the company, what the objectives of the program are, what the SLAs are for your applications, as well as including information about what policies you have in place and how often they are reviewed.",,"gdpr_v1, nist_800_171_v1, pci_dss_level_1_v1",ORGANIZATIONAL SECURITY
OS.ISRA.V1,Information security risk assessment,"The organization shall perform information security risk assessments at planned intervals or when significant changes are proposed or occur, taking account of the criteria established in 6.1.2 a).   The organization shall retain documented information of the results of the information security risk assessments.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.ISRT.V1,Information security risk treatment,The organization shall retain documented information of the results of the information security risk treatment.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.ISRA.V1,Information security roles and responsibilities,Information security roles and responsibilities shall be defined and allocated according to the organization needs.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.ISAI.V1,Information sharing arrangements implemented,"Determine the purpose and scope of information sharing, such as exchanging threat intelligence, indicators of compromise, or emerging threat trends. Identify trusted partners, industry groups, or public authorities with whom information can be shared securely.Create formal agreements (e.g., Memorandums of Understanding or Non-Disclosure Agreements) that outline the terms of information sharing, including responsibilities, confidentiality obligations, and usage limitation",,eu_dora_v1,ORGANIZATIONAL SECURITY
OS.ICCI.V1,Infrastructure changes are communicated internally,Establish effective communication channels to inform relevant teams and stakeholders about planned infrastructure changes. Internal communication ensures awareness and coordination during change implementation.,,pci_dss_level_1_v1,ORGANIZATIONAL SECURITY
OS.IPR.V1,Intellectual property rights,The organization shall implement appropriate procedures to protect intellectual property rights.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.IAP.V1,Internal Audit Performed,The organization shall conduct internal audits at planned intervals to provide information on whether the information security management system:   a) conforms to   1) the organization’s own requirements for its information security management system;    2) the requirements of this document;  b) is effectively implemented and maintained.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.IAP.V1,Internal Audit Program,"The organization shall plan, establish, implement and maintain an audit programme(s), including the frequency, methods, responsibilities, planning requirements and reporting.   When establishing the internal audit programme(s), the organization shall consider the importance of the processes concerned and the results of previous audits.   The organization shall:   a) define the audit criteria and scope for each audit;   b) select auditors and conduct audits that ensure objectivity and the impartiality of the audit process;   c) ensure that the results of the audits are reported to relevant management;   Documented information shall be available as evidence of the implementation of the audit programme(s) and the audit results.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.IPPE.V1,Internal privacy policies established,"Develop an employee privacy policy governing the collection and use of employee data. Update internal privacy notices for employees. Clearly communicate what data is collected, how it's used, and employee rights.Establish a process for regular review and update of these policies.",,"gdpr_v1, soc2_privacy_v1",ORGANIZATIONAL SECURITY
OS.ISAP.V1,Internal security audit performed,"An internal security audit is performed annually to evaluate the effectiveness of information security controls, verify compliance with security requirements, and identify areas for improvement.",,"eu_dora_v1, gdpr_v1, iso27001_v1, iso42001_v1, nist_800_171_v1",ORGANIZATIONAL SECURITY
OS.ISCM.V1,Internal security communication maintained,"Establish regular communication channels for internal security updates, alerts, and policies to keep employees informed about relevant security practices, potential threats, and compliance requirements.",,iso27001_v1,ORGANIZATIONAL SECURITY
OS.IOIA.V1,Inventory of information and other associated assets,"An inventory of information and other associated assets, including owners, shall be developed and maintained.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.LAC.V1,Leadership and commitment,Top management shall demonstrate leadership and commitment with respect to the information security management system by:   a) ensuring the information security policy and the information security objectives are established and are compatible with the strategic direction of the organization;   b) ensuring the integration of the information security management system requirements into the organization’s processes;   c) ensuring that the resources needed for the information security management system are available;   d) communicating the importance of effective information security management and of conforming to the information security management system requirements;   e) ensuring that the information security management system achieves its intended outcome(s);   f) directing and supporting persons to contribute to the effectiveness of the information security management system;   g) promoting continual improvement; and   h) supporting other relevant management roles to demonstrate their leadership as it applies to their areas of responsibility.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.LSCE.V1,Leadership security commitment established,"Your leadership team, including founders and board members, needs to demonstrate they're serious about security. This means actively overseeing and supporting your company's security efforts, not just delegating it to the tech team.",,"iso27001_v1, iso42001_v1",ORGANIZATIONAL SECURITY
OS.LRTA.V1,Legal requirements tracked and met,"Legal, statutory, regulatory and contractual requirements relevant to information security and the organization's approach to meet these requirements shall be identified, documented and kept up to date.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.MR.V1,Management responsibilities,"Management shall require all personnel to apply information security in accordance with the established information security policy, topic-specific policies and procedures of the organization.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.MRG.V1,Management review - General,"Top management shall review the organization's information security management system at planned intervals to ensure its continuing suitability, adequacy and effectiveness.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.MRI.V1,Management review implemented,"Conduct regular management reviews to assess the effectiveness, adequacy, and alignment of the compliance framework with organizational objectives, risks, and regulatory requirements.",,"ccpa_v1, eu_dora_v1, iso27001_v1, iso42001_v1, pci_dss_level_1_v1",ORGANIZATIONAL SECURITY
OS.MRI.V1,Management review inputs,"The management review shall include consideration of:   a) the status of actions from previous management reviews;   b) changes in external and internal issues that are relevant to the information security management system;   c) changes in needs and expectations of interested parties that are relevant to the information security management system;   d) feedback on the information security performance, including trends in:    1) nonconformities and corrective actions;   2) monitoring and measurement results;   3) audit results;    4) fulfilment of information security objectives;  e) feedback from interested parties;  f) results of risk assessment and status of risk treatment plan;   g) opportunities for continual improvement.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.MRR.V1,Management review results,The results of the management review shall include decisions related to continual improvement opportunities and any needs for changes to the information security management system.  Documented information shall be available as evidence of the results of management reviews.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.MTDR.V1,Model training data restrictions enforced,Implement and maintain technical and procedural controls that prevent customer data from being used in model training without explicit authorization.,,,ORGANIZATIONAL SECURITY
OS.NDM.V1,Network diagrams maintained,Maintain an accurate and current visual representation of your organization's network architecture.,,"eu_dora_v1, iso27001_v1, nist_800_171_v1, pci_dss_level_1_v1",ORGANIZATIONAL SECURITY
OS.NAC.V1,Non-conformance and corrective action procedures established,"Systematically identify, document, investigate, and address information security non-conformities through structured corrective actions that prevent recurrence and drive continuous improvement.",,iso27001_v1,ORGANIZATIONAL SECURITY
OS.NAC.V1,Nonconformity and corrective action,"When a Nonconformity occurs, the organization shall:  a) React to the nonconformity, and as applicable:   1) take action to control and correct it;   2) deal with the consequences  b) evaluate the need for action to eliminate the causes of nonconformity, in order that it does not recur or occur elsewhere, by;   1) reviewing the nonconformity;   2) determining the causes of the nonconformity; and   3) determining if similar nonconformities exist, or could potentially occur  c) implement any action needed;  d) review the effectiveness of any corrective action taken; and  e) make changes to the information security management system, if necessary.   Corrective actions shall be appropriate to the effects of the nonconformities encountered.  Documented information shall be available as evidence of:  f) The nature of the nonconformities and any subsequent actions taken,  g) the results of any corrective action.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.OPE.V1,Offboarding process established,An offboarding process is established for departing employees to ensure that they are removed from relevant systems and accounts.,,"hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, nist_800_171_v1, oneleet_pro_v1, soc2_v1",ORGANIZATIONAL SECURITY
OS.OPE.V1,Onboarding process established,An onboarding process is established for new employees to ensure that they are properly trained and equipped to perform their job responsibilities.,,"hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, oneleet_pro_v1, soc2_v1",ORGANIZATIONAL SECURITY
OS.OPAC.V1,Operation planning and control,"The organization shall plan, implement and control the processes needed to meet requirements, and to implement the actions determined in Clause 6, by:  — establishing criteria for the processes;  — implementing control of the processes in accordance with the criteria.   Documented information shall be available to the extent necessary to have confidence that the processes have been carried out as planned.   The organization shall control planned changes and review the consequences of unintended changes, taking action to mitigate any adverse effects, as necessary.   The organization shall ensure that externally provided processes, products or services that are relevant to the information security management system are controlled.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.OPM.V1,Operational procedures maintained,"Establish and maintain standardized operating procedures that ensure consistent, secure, and reliable operation of information systems and supporting infrastructure.",,"gdpr_v1, iso27001_v1, iso42001_v1",ORGANIZATIONAL SECURITY
OS.ORRA.V1,"Organizational roles, responsibilities and authorities",Top management shall ensure that the responsibilities and authorities for roles relevant to information security are assigned and communicated within the organization.   Top management shall assign the responsibility and authority for:   a) ensuring that the information security management system conforms to the requirements of this document;   b) reporting on the performance of the information security management system to top management.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.ODC.V1,Outsourced development controls,"The organization shall direct, monitor and review the activities related to outsourced system development.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.PMU.V1,Password manager used,A company-wide password manager is deployed to securely store and share credentials across the organization. All shared accounts and secrets are shared through the password manager using a principle of least privilege.,,"nist_800_171_v1, oneleet_essentials_v1, oneleet_pro_v1, soc2_v1",ORGANIZATIONAL SECURITY
OS.PEC.V1,Performance evaluations conducted,"Conduct regular performance evaluations for employees to assess their job performance, identify areas for improvement, and recognize exceptional contributions. Performance evaluations support talent development and performance management.",,"iso27001_v1, iso42001_v1, nist_800_171_v1, soc2_v1",ORGANIZATIONAL SECURITY
OS.PAR.V1,Physical access restricted,"Physical access to the organization's facilities, equipment, and systems is restricted to authorized personnel only.",,"eu_dora_v1, hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, nist_800_171_v1, soc2_v1",ORGANIZATIONAL SECURITY
OS.PE.V1,Physical entry,Secure areas shall be protected by appropriate entry controls and access points.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.PSM.V1,Physical security monitoring,Premises shall be continuously monitored for unauthorized physical access.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.PSP.V1,Physical security perimeters,Security perimeters shall be defined and used to protect areas that contain information and other associated assets.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.PSPE.V1,Physical security policy established,Establish a physical security policy that outlines the organization's processes for protecting physical assets and resources.,,"eu_dora_v1, hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, nist_800_171_v1, pci_dss_level_1_v1",ORGANIZATIONAL SECURITY
OS.POC.V1,Planning of Changes,"When the organization determines the need for changes to the information security management system, the changes shall be carried out in a planned manner.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.PE.V1,Policies Established,"Top management shall establish an information security policy that:   a) is appropriate to the purpose of the organization;   b) includes information security objectives (see 6.2) or provides the framework for setting information security objectives;   c) includes a commitment to satisfy applicable requirements related to information security;   d) includes a commitment to continual improvement of the information security management system.  The information security policy shall:   e) be available as documented information;   f) be communicated within the organization;   g) be available to interested parties, as appropriate.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.PFIS.V1,Policies for information security,"Information security policy and topic-specific policies shall be defined, approved by management, published, communicated to and acknowledged by relevant personnel and relevant interested parties, and reviewed at planned intervals and if significant changes occur.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.PSBR.V1,Policies signed by relevant personnel,"Security policies are formally acknowledged and signed by all relevant personnel, establishing accountability for security responsibilities.",,"gdpr_v1, iso27001_v1, iso42001_v1, nist_800_171_v1, oneleet_essentials_v1, oneleet_pro_v1, soc2_v1",ORGANIZATIONAL SECURITY
OS.PFCD.V1,Policy for compelled disclosure from law enforcement established,Develop a formal policy outlining procedures for responding to law enforcement requests for data. Establish a process for verifying the authenticity and legality of disclosure requests.,,gdpr_v1,ORGANIZATIONAL SECURITY
OS.POA.V1,Privacy official assigned,Designate a privacy official responsible for overseeing the organization's compliance with privacy requirements and managing privacy-related initiatives.,,"ccpa_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1",ORGANIZATIONAL SECURITY
OS.PAPA.V1,Protecting against physical and environmental threats,"Protection against physical and environmental threats, such as natural disasters and other intentional or unintentional physical threats to infrastructure shall be designed and implemented.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.POR.V1,Protection of records,"Records shall be protected from loss, destruction, falsification, unauthorized access and unauthorized release.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.PFCR.V1,Public facing content review process established,Establish a formal process to review publicly accessible systems for Controlled Unclassified Information (CUI) and ensure its immediate removal if discovered. This process protects sensitive information from unauthorized disclosure.,,nist_800_171_v1,ORGANIZATIONAL SECURITY
OS.PSPA.V1,Public security page available,"Maintain a public-facing security page that clearly communicates the organization's security posture, practices, and commitments.",,oneleet_pro_v1,ORGANIZATIONAL SECURITY
OS.RPE.V1,Recruitment program established,"Establish a recruitment program designed to attract, develop, and retain competent individuals whose skills and qualifications align with the entity's strategic objectives and operational needs",,,ORGANIZATIONAL SECURITY
OS.RCPF.V1,Reference checks performed for employees,"Reference checks are conducted when hiring new employees to verify their qualifications, experience, and suitability for the role.",,"iso27001_v1, nist_800_171_v1, oneleet_pro_v1, soc2_v1",ORGANIZATIONAL SECURITY
